日期,收市,開市,高,低,成交量,升跌（%）
2012/9/12,7570.45,7518.68,7571.42,7515.04,2.70M,1.14%
2012/9/13,7578.8,7577.16,7594.76,7557.28,2.33M,0.11%
2012/9/14,7738.05,7660.38,7738.05,7660.38,3.65M,2.10%
2012/9/17,7762.22,7768.45,7778.06,7725.9,3.30M,0.31%
2012/9/18,7734.26,7740.57,7757.04,7714.43,2.45M,-0.36%
2012/9/19,7781.91,7739.52,7781.91,7726.35,2.74M,0.62%
2012/9/20,7727.55,7781.81,7785.47,7704.61,2.53M,-0.70%
2012/9/21,7754.59,7763.29,7765.01,7737.03,2.25M,0.35%
2012/9/24,7768.3,7760.33,7781.55,7706.95,2.10M,0.18%
2012/9/25,7734.13,7766.44,7789.39,7720.44,2.07M,-0.44%
2012/9/26,7669.63,7702.77,7708.9,7649.5,2.12M,-0.83%
2012/9/27,7683.8,7665.89,7699.23,7658.51,1.93M,0.18%
2012/9/28,7715.16,7704.23,7721.29,7665.35,2.02M,0.41%
2012/10/1,7675.72,7702.12,7707.89,7657.88,1.41M,-0.51%
2012/10/2,7718.68,7703.1,7726.61,7683.03,1.61M,0.56%
2012/10/3,7684.63,7727.48,7727.53,7680.98,1.53M,-0.44%
2012/10/4,7682.34,7678.48,7689.08,7621.38,1.78M,-0.03%
2012/10/5,7690.65,7694.05,7721.93,7675.48,1.80M,0.11%
2012/10/8,7615.89,7707.97,7707.97,7612.87,1.55M,-0.97%
2012/10/9,7592.01,7593.58,7631.96,7590.75,1.84M,-0.31%
2012/10/11,7451.72,7494.58,7501.22,7448.06,1.96M,-1.85%
2012/10/12,7437.04,7456.51,7478.51,7398.8,1.56M,-0.20%
2012/10/15,7418.9,7433.22,7433.68,7392.61,1.19M,-0.24%
2012/10/16,7471.02,7437.79,7471.02,7437.79,1.49M,0.70%
2012/10/17,7464.4,7505.41,7518.36,7450.29,1.84M,-0.09%
2012/10/18,7465.41,7474.07,7495.45,7448.06,1.30M,0.01%
2012/10/19,7408.76,7443.61,7449.22,7402.66,1.41M,-0.76%
2012/10/22,7373.04,7333.24,7373.04,7310.79,1.24M,-0.48%
2012/10/23,7337.48,7367.46,7375.5,7326.39,1.20M,-0.48%
2012/10/24,7314.88,7288.14,7348.45,7274.88,1.38M,-0.31%
2012/10/25,7262.08,7329.5,7339.21,7260,1.51M,-0.72%
2012/10/26,7134.06,7291.98,7298.48,7132.77,2.53M,-1.76%
2012/10/29,7091.67,7147.2,7165.1,7091.19,1.83M,-0.59%
2012/10/30,7182.59,7131.15,7206.35,7131.15,1.78M,1.28%
2012/10/31,7166.05,7220.02,7222.84,7139.17,1.59M,-0.23%
2012/11/1,7179.64,7141.97,7188.23,7050.05,1.92M,0.19%
2012/11/2,7210.47,7232.2,7235.13,7199.57,1.97M,0.43%
2012/11/5,7185.36,7200.77,7216.3,7161.7,1.25M,-0.35%
2012/11/6,7236.68,7223.02,7236.68,7165.58,1.26M,0.71%
2012/11/7,7287.18,7249.75,7287.18,7220.04,1.59M,0.70%
2012/11/8,7242.63,7229,7242.63,7190.99,1.57M,-0.61%
2012/11/9,7293.22,7206.16,7302.27,7170.29,1.91M,0.70%
2012/11/12,7267.75,7303.93,7307.59,7264.02,1.52M,-0.35%
2012/11/13,7136.05,7262.65,7262.65,7129.87,1.70M,-1.81%
2012/11/14,7159.75,7141.58,7165.86,7107.78,1.29M,0.33%
2012/11/15,7143.84,7132.02,7158.74,7066.28,1.33M,-0.22%
2012/11/16,7130.07,7125.24,7194.28,7108.84,1.42M,-0.19%
2012/11/19,7129.04,7134.71,7162.12,7125.21,1.21M,-0.01%
2012/11/20,7145.77,7179.1,7189.1,7141.16,1.23M,0.23%
2012/11/21,7088.49,7150.24,7169.4,7061.87,1.43M,-0.80%
2012/11/22,7105.76,7116.8,7134.78,7097.38,1.17M,0.24%
2012/11/23,7326.01,7148.97,7326.01,7148.97,2.26M,3.10%
2012/11/26,7407.37,7372.38,7407.37,7370.28,2.20M,1.11%
2012/11/27,7430.2,7408.74,7436.78,7384.97,1.99M,0.31%
2012/11/28,7434.93,7418.42,7434.93,7385.91,1.97M,0.06%
2012/11/29,7503.55,7468.93,7521.52,7466.49,2.64M,0.92%
2012/11/30,7580.17,7519.07,7590.69,7515.15,3.16M,1.02%
2012/12/3,7599.91,7582.65,7628.29,7562.19,2.44M,0.26%
2012/12/4,7600.98,7572.11,7600.98,7536.66,2.49M,0.01%
2012/12/5,7649.05,7575.63,7650.12,7567.46,3.15M,0.63%
2012/12/6,7623.26,7660.97,7673.62,7616.79,2.73M,-0.34%
2012/12/7,7642.26,7640.25,7672.92,7631.63,2.33M,0.25%
2012/12/10,7609.5,7658.39,7669.05,7603.25,1.91M,-0.43%
2012/12/11,7613.69,7621,7630.66,7556.67,2.26M,0.06%
2012/12/12,7690.19,7653.9,7696.02,7645.54,2.21M,1.00%
2012/12/13,7757.09,7713.69,7757.09,7699.41,2.97M,0.87%
2012/12/14,7698.77,7722.88,7723.74,7686.32,2.68M,-0.75%
2012/12/17,7631.28,7664.97,7683.32,7603.51,2.27M,-0.88%
2012/12/18,7643.74,7620.29,7643.74,7616.04,2.02M,0.16%
2012/12/19,7677.47,7671.13,7685.63,7647.01,2.50M,0.44%
2012/12/20,7595.46,7646.13,7646.13,7574.56,2.25M,-1.07%
2012/12/21,7519.93,7592.57,7608.81,7491.52,2.36M,-0.99%
2012/12/22,7540.14,7537.52,7546.9,7520.8,1.21M,0.27%
2012/12/24,7535.52,7542.66,7566.09,7520.62,1.59M,-0.06%
2012/12/25,7636.57,7556.24,7654.6,7543.83,1.87M,1.34%
2012/12/26,7634.19,7646.51,7683.09,7633.83,1.97M,-0.03%
2012/12/27,7648.41,7634.8,7661.01,7622.73,1.80M,0.19%
2012/12/28,7699.5,7700.87,7708.31,7665.04,1.98M,0.67%
2013/1/2,7779.22,7738.05,7793.48,7715.26,2.19M,1.04%
2013/1/3,7836.84,7826.34,7855.16,7815.29,2.96M,0.74%
2013/1/4,7805.99,7818.27,7818.27,7773.06,2.70M,-0.39%
2013/1/7,7755.09,7797.05,7797.05,7725.47,2.42M,-0.65%
2013/1/8,7721.66,7737.07,7751.8,7692.98,2.21M,-0.43%
2013/1/9,7738.64,7726.4,7763.97,7703.23,2.47M,0.22%
2013/1/10,7811.64,7780.98,7825.06,7760.09,3.32M,0.94%
2013/1/11,7819.15,7843.57,7845.36,7801.69,2.41M,0.10%
2013/1/14,7823.97,7795.68,7823.97,7731.32,2.14M,0.06%
2013/1/15,7765.02,7823.51,7823.51,7744.39,2.52M,-0.75%
2013/1/16,7700.43,7766.09,7769.18,7700.43,2.27M,-0.83%
2013/1/17,7616.64,7748.57,7774.97,7603.27,2.93M,-1.09%
2013/1/18,7732.87,7697.28,7732.87,7676.11,2.11M,1.53%
2013/1/21,7724.92,7725.36,7739.37,7674.18,1.52M,-0.10%
2013/1/22,7759.1,7746.79,7759.47,7699.25,1.58M,0.44%
2013/1/23,7744.18,7773.2,7773.2,7730.1,1.66M,-0.19%
2013/1/24,7695.99,7717.04,7724.68,7653.62,1.86M,-0.62%
2013/1/25,7672.58,7695.25,7704.31,7637.2,1.70M,-0.30%
2013/1/28,7714.67,7685.67,7717.35,7685.67,1.60M,0.55%
2013/1/29,7802,7744.15,7802,7739.6,1.90M,1.13%
2013/1/30,7832.98,7832.95,7847.21,7804.71,2.25M,0.40%
2013/1/31,7850.02,7832.87,7850.02,7800.9,2.12M,0.22%
2013/2/1,7855.97,7853.75,7866.23,7832,1.84M,0.08%
2013/2/4,7923.16,7882.76,7929.97,7880.29,2.68M,0.86%
2013/2/5,7886.94,7896.67,7896.67,7863.91,2.32M,-0.46%
2013/2/6,7906.65,7925.26,7941.65,7906.65,2.55M,0.25%
2013/2/18,7943.53,8000.69,8005.73,7927.95,2.58M,0.47%
2013/2/19,7960.88,7974.4,7974.4,7946.09,2.31M,0.22%
2013/2/20,8029.1,8021.31,8029.1,7995.16,2.99M,0.86%
2013/2/21,7957.46,8020.52,8020.52,7957.46,2.24M,-0.89%
2013/2/22,7947.72,7947.88,7970.24,7913.16,2.31M,-0.12%
2013/2/23,7986.89,7979.15,7997.94,7965.89,1.84M,0.49%
2013/2/25,7947.68,7986.87,7995.11,7947.68,2.14M,-0.49%
2013/2/26,7880.9,7891.41,7927.49,7871.23,1.92M,-0.84%
2013/2/27,7897.98,7886.03,7912.85,7873.29,1.92M,0.22%
2013/3/1,7964.63,7917.72,7964.63,7917.72,2.11M,0.84%
2013/3/4,7867.34,7966.22,7966.22,7849.52,2.28M,-1.22%
2013/3/5,7932.71,7910.44,7939.85,7882.56,2.25M,0.83%
2013/3/6,7950.3,7958.11,7982.39,7936.86,2.33M,0.22%
2013/3/7,7960.51,7950.9,7984.29,7942.37,2.26M,0.13%
2013/3/8,8015.14,7981,8029.14,7981,2.72M,0.69%
2013/3/11,8038.72,8021.88,8089.21,8001.85,2.88M,0.29%
2013/3/12,7994.71,8039,8063.23,7986.59,2.74M,-0.55%
2013/3/13,7995.51,8018.9,8047.56,7962.42,2.22M,0.01%
2013/3/14,7951.76,8002.42,8002.71,7946.29,2.15M,-0.55%
2013/3/15,7927.49,7989.67,7999.92,7924.94,2.53M,-0.31%
2013/3/18,7811.34,7886.69,7888.16,7807.61,2.03M,-1.47%
2013/3/19,7838.47,7843.47,7863.77,7823.81,1.80M,0.35%
2013/3/20,7798.03,7834.73,7844.54,7786.56,1.95M,-0.52%
2013/3/21,7811.84,7828.95,7843.16,7811.84,1.70M,0.18%
2013/3/22,7796.22,7811.52,7832.59,7796.22,1.73M,-0.20%
2013/3/25,7856.12,7862.58,7877.05,7854.47,1.81M,0.77%
2013/3/26,7856.36,7873.7,7876.68,7845.56,1.85M,0.00%
2013/3/27,7894.12,7872.75,7894.26,7857.32,1.85M,0.48%
2013/3/28,7866.88,7905.71,7905.71,7844.84,1.81M,-0.35%
2013/3/29,7918.61,7904.5,7931.7,7883.81,1.59M,0.66%
2013/4/1,7899.24,7934.25,7937.73,7896.57,1.56M,-0.24%
2013/4/2,7913.18,7897.16,7924.46,7879.55,1.64M,0.18%
2013/4/3,7942.35,7949.12,7954.15,7913.77,1.92M,0.37%
2013/4/8,7752.79,7831.22,7843.1,7747.47,2.56M,-2.39%
2013/4/9,7728.54,7766.62,7781.13,7714.93,1.89M,-0.31%
2013/4/10,7752.8,7772.95,7772.95,7739.99,1.74M,0.31%
2013/4/11,7857.98,7788.58,7857.98,7788.58,1.84M,1.36%
2013/4/12,7821.63,7861.12,7864.86,7810.54,1.68M,-0.46%
2013/4/15,7763.53,7815.32,7835.12,7753.24,1.63M,-0.74%
2013/4/16,7801.05,7690.91,7801.05,7688.62,1.55M,0.48%
2013/4/17,7809.07,7822.81,7822.81,7791.53,1.91M,0.10%
2013/4/18,7791.35,7781.48,7826.13,7757.33,1.78M,-0.23%
2013/4/19,7930.8,7868.9,7933.72,7862.92,2.03M,1.79%
2013/4/22,7970.38,7976.1,7996.55,7950.01,1.95M,0.50%
2013/4/23,7942.77,7955.92,7968.79,7913.6,1.88M,-0.35%
2013/4/24,8023.71,7977.4,8025.45,7968.28,2.41M,1.02%
2013/4/25,8021.75,8015.38,8026.46,7994.19,1.94M,-0.02%
2013/4/26,8022.06,8034.47,8081.37,8020.47,2.23M,0.00%
2013/4/29,8029.74,8043.71,8046.22,8014.27,1.80M,0.10%
2013/4/30,8093.66,8065.92,8115.59,8065.92,2.28M,0.80%
2013/5/2,8128.51,8111.43,8139.49,8095.7,2.15M,0.43%
2013/5/3,8135.03,8157.51,8175.33,8121.07,2.03M,0.08%
2013/5/6,8169.05,8188.48,8197.52,8153.96,1.97M,0.42%
2013/5/7,8163.06,8177.58,8181.8,8145.1,1.87M,-0.07%
2013/5/8,8267.09,8177.94,8284.09,8177.94,2.47M,1.27%
2013/5/9,8285.89,8314.37,8322.69,8279.46,2.41M,0.23%
2013/5/10,8280.26,8284.38,8297.33,8258.62,2.27M,-0.07%
2013/5/13,8248.32,8285.45,8296.54,8230.65,1.96M,-0.39%
2013/5/14,8251.82,8272.2,8295.41,8233.98,1.96M,0.04%
2013/5/15,8318.59,8264.1,8320.32,8251.51,2.30M,0.81%
2013/5/16,8390.05,8362.49,8414.88,8346.45,3.45M,0.86%
2013/5/17,8368.19,8377.26,8402.34,8356.79,2.55M,-0.26%
2013/5/20,8377.05,8364.95,8385.68,8347.33,2.11M,0.11%
2013/5/21,8383.05,8381.36,8420.68,8361.96,2.66M,0.07%
2013/5/22,8398.84,8414.06,8439.15,8376.21,3.03M,0.19%
2013/5/23,8237.83,8367.85,8373.09,8235.5,3.34M,-1.92%
2013/5/24,8209.78,8273.21,8277.56,8172.54,2.45M,-0.34%
2013/5/27,8280.1,8218.88,8280.1,8210.32,1.89M,0.86%
2013/5/28,8263.05,8289.15,8303.71,8261.54,1.99M,-0.21%
2013/5/29,8337.9,8303.2,8344.21,8303.2,2.47M,0.91%
2013/5/30,8243.29,8316.97,8316.97,8228.8,2.46M,-1.13%
2013/5/31,8254.8,8318.77,8334.44,8237.08,3.59M,0.14%
2013/6/3,8201.02,8177.97,8225.79,8149.45,2.14M,-0.65%
2013/6/4,8191.22,8243.22,8250.17,8180.39,2.19M,-0.12%
2013/6/5,8181.91,8195.52,8216.31,8161.1,2.28M,-0.11%
2013/6/6,8096.14,8135.56,8162.25,8088.31,2.35M,-1.05%
2013/6/7,8095.2,8113.95,8146.78,8071.98,2.54M,-0.01%
2013/6/10,8160.55,8161.51,8190.87,8142.71,1.70M,0.81%
2013/6/11,8116.15,8178.95,8178.95,8116.15,1.81M,-0.54%
2013/6/13,7951.66,8041.5,8057.33,7951.66,2.29M,-2.03%
2013/6/14,7937.74,7978.75,7989.19,7912.37,2.09M,-0.18%
2013/6/17,7992.89,7953.65,7999.43,7940.72,1.51M,0.69%
2013/6/18,8011.02,7994.81,8024.95,7955.74,1.72M,0.23%
2013/6/19,8007.39,8033.32,8056.19,8005.57,1.80M,-0.05%
2013/6/20,7898.91,7952.36,7962.76,7890.93,2.16M,-1.35%
2013/6/21,7793.31,7778.84,7815.79,7739.09,3.27M,-1.34%
2013/6/24,7758.03,7788.45,7815.1,7744.49,2.15M,-0.45%
2013/6/25,7663.23,7750.34,7792.27,7663.23,2.37M,-1.22%
2013/6/26,7784.8,7789.34,7821.14,7742.2,2.41M,1.59%
2013/6/27,7883.9,7841.32,7884.13,7834.33,2.37M,1.27%
2013/6/28,8062.21,7928.54,8062.21,7891.06,2.25M,2.26%
2013/7/1,8036,8011.95,8063.47,7974.15,2.06M,-0.33%
2013/7/2,8015.86,8061.84,8064.12,8012.79,1.99M,-0.25%
2013/7/3,7911.42,7991.53,7995.3,7899.08,2.28M,-1.30%
2013/7/4,7893.72,7919.26,7927.08,7877.06,1.80M,-0.22%
2013/7/5,8001.82,7932.3,8018.93,7926.35,1.88M,1.37%
2013/7/8,7886.34,7980.11,7992.16,7885,1.74M,-1.44%
2013/7/9,7971.18,7891.53,7975.64,7891.37,1.74M,1.08%
2013/7/10,8011.69,7974.99,8057.92,7974.99,2.28M,0.51%
2013/7/11,8179.54,8080.97,8179.54,8080.97,2.72M,2.10%
2013/7/12,8220.49,8187.86,8220.49,8169.92,2.28M,0.50%
2013/7/15,8254.68,8178.26,8254.68,8175.55,2.13M,0.42%
2013/7/16,8260.11,8243.62,8260.11,8222.17,2.45M,0.07%
2013/7/17,8258.95,8239.1,8260.25,8208.71,2.68M,-0.01%
2013/7/18,8194.88,8238.28,8265.7,8181.99,2.56M,-0.78%
2013/7/19,8062.03,8117.94,8139.81,8046.7,2.54M,-1.62%
2013/7/22,8105.45,8092.03,8137.37,8092.03,1.95M,0.54%
2013/7/23,8214.65,8152.72,8220.89,8145.09,2.61M,1.35%
2013/7/24,8196.19,8222.85,8233.1,8172.23,2.21M,-0.22%
2013/7/25,8163.58,8173.19,8203.49,8140.41,2.04M,-0.40%
2013/7/26,8149.4,8188.36,8222.82,8135.73,1.83M,-0.17%
2013/7/29,8084.5,8146.14,8163.89,8074.29,1.57M,-0.80%
2013/7/30,8163.55,8113.17,8176.74,8112.91,1.79M,0.98%
2013/7/31,8107.94,8163.44,8170.57,8107.6,2.08M,-0.68%
2013/8/1,8056.22,8110.73,8113.4,8056.22,2.02M,-0.64%
2013/8/2,8099.88,8114.51,8162.91,8087.1,2.27M,0.54%
2013/8/5,8138.63,8104.2,8143.44,8075.99,1.87M,0.48%
2013/8/6,8038.91,8129.85,8129.85,8028.93,2.09M,-1.23%
2013/8/7,7921.29,7993.57,7993.57,7921.29,2.09M,-1.46%
2013/8/8,7907.67,7910.2,7932.35,7894.18,1.95M,-0.17%
2013/8/9,7856.14,7955,7955,7853.97,2.01M,-0.65%
2013/8/12,7903.38,7878.22,7908.68,7862.04,1.67M,0.60%
2013/8/13,7986.27,7935.79,7986.27,7935.79,1.92M,1.05%
2013/8/14,7951.33,7978.74,7981.56,7926.23,2.00M,-0.44%
2013/8/15,7887.26,7903.01,7916.02,7850.27,2.17M,-0.81%
2013/8/16,7925,7854.68,7949.43,7850.49,2.04M,0.48%
2013/8/19,7900.21,7937.45,7944.74,7888.87,1.80M,-0.31%
2013/8/20,7832.65,7896.38,7924.52,7829.78,2.05M,-0.86%
2013/8/21,7832.65,7896.38,7924.52,7829.78,2.05M,0.00%
2013/8/22,7814.38,7779.44,7825.56,7737.33,2.26M,-0.23%
2013/8/23,7873.31,7863.73,7895.13,7845.92,1.95M,0.75%
2013/8/26,7894.97,7906.52,7913.74,7874.05,1.56M,0.28%
2013/8/27,7820.84,7875.93,7895.23,7820.84,1.85M,-0.94%
2013/8/28,7824.54,7776.87,7834.11,7761.76,1.67M,0.05%
2013/8/29,7917.66,7841.99,7931.05,7841.99,1.75M,1.19%
2013/8/30,8021.89,7949.99,8021.89,7936.82,2.09M,1.32%
2013/9/2,8038.86,8010.15,8052.71,7993.13,1.81M,0.21%
2013/9/3,8088.37,8095.66,8102.66,8067.62,2.11M,0.62%
2013/9/4,8083.44,8066.67,8094.12,8041.49,2.03M,-0.06%
2013/9/5,8169.1,8109.24,8169.1,8107.22,2.42M,1.06%
2013/9/6,8164.2,8180.53,8182.56,8155.5,2.42M,-0.06%
2013/9/9,8192.11,8176.47,8192.11,8117.87,2.16M,0.34%
2013/9/10,8208.77,8217.21,8238.91,8155.87,2.39M,0.20%
2013/9/11,8208.99,8174.54,8208.99,8137.07,2.17M,0.00%
2013/9/12,8225.36,8180.38,8226.61,8177.03,2.17M,0.20%
2013/9/13,8168.2,8210.15,8228.67,8162.14,1.61M,-0.69%
2013/9/14,8142.48,8169.41,8176.76,8142.48,1.00M,-0.31%
2013/9/16,8255.34,8189.61,8255.34,8189.61,1.89M,1.39%
2013/9/17,8249.78,8241.03,8249.78,8218.94,1.63M,-0.07%
2013/9/18,8209.18,8248.18,8263.05,8209.18,1.85M,-0.49%
2013/9/23,8292.83,8226.8,8293.03,8221.34,2.27M,1.02%
2013/9/24,8299.12,8295.5,8310.94,8265.55,2.28M,0.08%
2013/9/25,8283.9,8283.6,8285.28,8253.43,2.26M,-0.18%
2013/9/26,8184.68,8290.1,8290.1,8184.68,2.07M,-1.20%
2013/9/27,8230.68,8222.13,8244.86,8207.72,2.15M,0.56%
2013/9/30,8173.87,8174.86,8204.4,8137.11,1.89M,-0.69%
2013/10/1,8187.02,8173.99,8222.38,8172.79,2.00M,0.16%
2013/10/2,8216.52,8215.96,8228.81,8204.34,2.47M,0.36%
2013/10/3,8359.02,8231.68,8376.79,8231.68,3.25M,1.73%
2013/10/4,8364.55,8345.82,8376.06,8336.61,2.57M,0.07%
2013/10/7,8333.66,8354.91,8361.5,8323.79,2.78M,-0.37%
2013/10/8,8375.65,8340.33,8375.65,8311.59,2.58M,0.50%
2013/10/9,8344.73,8352.25,8378.37,8330.79,2.61M,-0.37%
2013/10/11,8349.37,8407.45,8433.53,8349.37,2.62M,0.06%
2013/10/14,8273.96,8339.99,8343.65,8269.16,2.28M,-0.90%
2013/10/15,8367.88,8320.48,8368.02,8320.48,2.29M,1.14%
2013/10/16,8332.18,8384.03,8384.03,8332.18,2.02M,-0.43%
2013/10/17,8374.68,8390.88,8415.16,8364.89,2.26M,0.51%
2013/10/18,8441.19,8416.33,8441.19,8390.32,2.32M,0.79%
2013/10/21,8419.32,8456.68,8459.3,8400.06,1.98M,-0.26%
2013/10/22,8418.27,8407.62,8425.31,8376.27,1.95M,-0.01%
2013/10/23,8393.62,8419.8,8438.95,8380.15,1.91M,-0.29%
2013/10/24,8413.72,8364.45,8413.72,8346.52,1.66M,0.24%
2013/10/25,8346.62,8380.31,8390.25,8322.15,1.96M,-0.80%
2013/10/28,8407.83,8365.43,8414.81,8348.42,1.71M,0.73%
2013/10/29,8420.98,8394.85,8432.9,8380.21,1.82M,0.16%
2013/10/30,8465.06,8429.4,8465.06,8419.21,2.05M,0.52%
2013/10/31,8450.06,8437.76,8469.58,8424.47,2.27M,-0.18%
2013/11/1,8388.18,8474.47,8476.63,8378.94,2.15M,-0.73%
2013/11/4,8354.14,8371.83,8371.83,8333.63,2.06M,-0.41%
2013/11/5,8262.2,8354.92,8372.8,8262.2,2.29M,-1.10%
2013/11/6,8281.97,8275.07,8297.57,8232.5,2.24M,0.24%
2013/11/7,8283.71,8298.06,8298.06,8250.72,2.16M,0.02%
2013/11/8,8229.59,8235.3,8266.72,8216.33,1.86M,-0.65%
2013/11/11,8182.56,8228.9,8242.41,8168.92,1.86M,-0.57%
2013/11/12,8195.26,8233.62,8233.62,8160.17,2.13M,0.16%
2013/11/13,8104.26,8199.26,8199.26,8104.26,1.78M,-1.11%
2013/11/14,8134.91,8137.82,8161.7,8100.73,2.15M,0.38%
2013/11/15,8177.12,8168.9,8210.1,8160.28,1.94M,0.52%
2013/11/18,8191.46,8201.85,8226.61,8186.47,1.75M,0.18%
2013/11/19,8260.21,8215,8260.82,8215,1.92M,0.84%
2013/11/20,8204.46,8250.31,8262.91,8204.46,1.93M,-0.67%
2013/11/21,8099.45,8197.86,8203.45,8093.82,1.84M,-1.28%
2013/11/22,8116.78,8107.98,8142.72,8107.98,1.61M,0.21%
2013/11/25,8187.51,8182.9,8217.62,8182.9,1.92M,0.87%
2013/11/26,8248.02,8200.7,8281.38,8187.28,2.64M,0.74%
2013/11/27,8295.88,8287.63,8312.32,8279.51,2.06M,0.58%
2013/11/28,8362.43,8320.65,8377.81,8320.65,2.38M,0.80%
2013/11/29,8406.83,8374.14,8414.79,8365.32,2.18M,0.53%
2013/12/2,8414.61,8429.24,8437.13,8391.82,1.74M,0.09%
2013/12/3,8392.55,8407.74,8418.23,8390.73,1.93M,-0.26%
2013/12/4,8418,8379.44,8435.23,8375.79,2.13M,0.30%
2013/12/5,8375.54,8430.53,8437.6,8362.39,1.96M,-0.50%
2013/12/6,8367.72,8372.61,8410.19,8361.99,1.85M,-0.09%
2013/12/9,8444.62,8439.76,8477.87,8433.81,2.06M,0.92%
2013/12/10,8443.39,8451.81,8459.49,8421.59,1.84M,-0.01%
2013/12/11,8433.77,8450.96,8501.77,8413.52,2.12M,-0.11%
2013/12/12,8361.33,8405.62,8406.93,8361.33,1.62M,-0.86%
2013/12/13,8376.94,8355.01,8391.82,8346.83,1.79M,0.19%
2013/12/16,8313.87,8368.83,8374.21,8313.87,1.72M,-0.75%
2013/12/17,8352.93,8351.98,8384.26,8351.98,1.80M,0.47%
2013/12/18,8349.04,8361.75,8375.52,8333.31,1.81M,-0.05%
2013/12/19,8407.4,8400.39,8426.08,8378.78,2.04M,0.70%
2013/12/20,8408.53,8400.21,8439.37,8392.38,2.01M,0.01%
2013/12/23,8456.46,8441.16,8477.47,8441.16,2.12M,0.57%
2013/12/24,8450.49,8473.02,8478.09,8450.49,1.70M,-0.07%
2013/12/25,8467.76,8461.49,8484.05,8457.87,1.73M,0.20%
2013/12/26,8485.89,8467.73,8492.71,8465.85,1.62M,0.21%
2013/12/27,8535.04,8490.73,8543.5,8488.44,1.98M,0.58%
2013/12/30,8623.43,8552.13,8623.43,8552.13,2.36M,1.04%
2013/12/31,8611.51,8636.5,8647.24,8593.75,2.32M,-0.14%
2014/1/2,8612.54,8618.6,8632.81,8587.54,2.54M,0.01%
2014/1/3,8546.54,8584.74,8584.74,8537.86,2.54M,-0.77%
2014/1/6,8500.01,8553,8568.24,8488.64,2.64M,-0.54%
2014/1/7,8512.3,8515.36,8547.19,8512.3,2.60M,0.14%
2014/1/8,8556.01,8548.61,8587.08,8548.61,3.21M,0.51%
2014/1/9,8514.68,8555.8,8569.11,8506.02,3.82M,-0.48%
2014/1/10,8529.35,8559.18,8559.18,8521.5,2.73M,0.17%
2014/1/13,8566.2,8587.49,8607.23,8558.96,2.66M,0.43%
2014/1/14,8548.14,8545.46,8568.31,8523.46,2.29M,-0.21%
2014/1/15,8602.55,8567.81,8619.56,8567.81,2.87M,0.64%
2014/1/16,8612.11,8653.54,8668.95,8610.24,2.83M,0.11%
2014/1/17,8596,8628.49,8628.86,8580.49,2.29M,-0.19%
2014/1/20,8621.56,8595.59,8636.21,8584.5,2.28M,0.30%
2014/1/21,8599.9,8639.71,8650.14,8599.9,2.48M,-0.25%
2014/1/22,8625.3,8598.98,8633.57,8596.99,2.14M,0.30%
2014/1/23,8595.1,8644.56,8647.87,8595.1,2.06M,-0.35%
2014/1/24,8598.31,8581.49,8608.64,8577.14,1.94M,0.04%
2014/1/27,8462.57,8519.48,8519.48,8442.19,2.61M,-1.58%
2014/2/5,8264.48,8290.17,8313.83,8230.46,3.16M,-2.34%
2014/2/6,8311.01,8286.16,8333.56,8284.77,2.45M,0.56%
2014/2/7,8387.35,8383.99,8409.03,8356.93,2.43M,0.92%
2014/2/10,8391.95,8416.42,8447.02,8391.95,2.05M,0.05%
2014/2/11,8430.56,8413.86,8439.33,8401.54,1.96M,0.46%
2014/2/12,8510.87,8471.51,8510.87,8471.51,2.39M,0.95%
2014/2/13,8467.7,8506.22,8511.02,8467.7,2.10M,-0.51%
2014/2/14,8513.68,8524.54,8566.99,8508.24,2.34M,0.54%
2014/2/17,8519.55,8537.83,8558.5,8512.6,1.89M,0.07%
2014/2/18,8556.23,8530.81,8556.23,8506.06,1.90M,0.43%
2014/2/19,8577.01,8565.06,8577.01,8543.15,2.20M,0.24%
2014/2/20,8524.62,8555.27,8567.5,8513.08,2.40M,-0.61%
2014/2/21,8601.86,8571.29,8612.08,8571.29,2.59M,0.91%
2014/2/24,8560.61,8603.61,8612.21,8541.65,2.46M,-0.48%
2014/2/25,8575.62,8581.14,8598.73,8564.51,2.40M,0.18%
2014/2/26,8600.86,8569.04,8626.68,8563.87,2.60M,0.29%
2014/2/27,8639.58,8626.51,8647.9,8615.41,2.52M,0.45%
2014/3/3,8601.98,8627.15,8628.05,8545.24,2.55M,-0.44%
2014/3/4,8554.54,8583.58,8595.59,8554.54,2.38M,-0.55%
2014/3/5,8632.93,8622.19,8652.22,8622.19,2.45M,0.92%
2014/3/6,8713.79,8660.29,8719.17,8660.29,2.72M,0.94%
2014/3/7,8713.96,8754.74,8787.62,8698.6,3.14M,0.00%
2014/3/10,8665.24,8706.43,8712.88,8651.54,2.10M,-0.56%
2014/3/11,8702.33,8694.96,8716.31,8684.63,2.19M,0.43%
2014/3/12,8684.73,8671.4,8684.73,8651.99,2.23M,-0.20%
2014/3/13,8747.79,8737.81,8768.66,8732.15,2.71M,0.73%
2014/3/14,8687.63,8697.73,8709.56,8677.81,2.25M,-0.69%
2014/3/17,8700.1,8697.26,8708.4,8662.49,2.24M,0.14%
2014/3/18,8731.94,8747.38,8759.55,8713.51,2.49M,0.37%
2014/3/19,8689.46,8745.02,8749.8,8682.75,2.36M,-0.49%
2014/3/20,8597.33,8638.59,8638.59,8580.4,2.38M,-1.06%
