日期,收市,開市,高,低,成交量,升跌（%）
2019/6/21,10803.77,10817.71,10840.29,10773.47,"2,780.67B",0.17%
2019/6/24,10779.45,10734.25,10786.33,10695.49,"1,711.75B",-0.23%
2019/6/25,10706.72,10777.18,10787.62,10693.04,"1,790.04B",-0.67%
2019/6/26,10652.55,10661.39,10690.98,10645.37,"1,555.57B",-0.51%
2019/6/27,10773.9,10674.2,10800.29,10674.2,"2,226.27B",1.14%
2019/6/28,10730.83,10786.66,10788.08,10719.08,"1,692.97B",-0.40%
2019/7/1,10895.46,10821.3,10914.85,10821.3,"2,277.86B",1.53%
2019/7/2,10865.12,10878.01,10888.21,10843.64,"2,034.22B",-0.28%
2019/7/3,10743.77,10793.1,10812.65,10720.66,"1,875.25B",-1.12%
2019/7/4,10775.9,10755.87,10791.28,10750.9,"1,576.59B",0.30%
2019/7/5,10785.73,10785.85,10812.38,10756.67,"1,573.78B",0.09%
2019/7/8,10751.22,10742.81,10781.11,10708.92,"1,628.87B",-0.32%
2019/7/9,10702.78,10729.83,10733.57,10680.85,"1,723.34B",-0.45%
2019/7/10,10798.48,10723.23,10810.16,10723.23,"2,038.77B",0.89%
2019/7/11,10843.42,10817.6,10856.51,10799.65,"2,378.80B",0.42%
2019/7/12,10824.35,10855.16,10867.59,10823.89,"2,352.19B",-0.18%
2019/7/15,10876.43,10819.92,10880.56,10769.57,"2,211.08B",0.48%
2019/7/16,10886.05,10865,10899.84,10865,"2,352.14B",0.09%
2019/7/17,10828.48,10861.11,10861.11,10804.34,"2,420.39B",-0.53%
2019/7/18,10799.28,10821.92,10835.43,10792.27,"2,208.63B",-0.27%
2019/7/19,10873.19,10861.99,10919.96,10861.99,"2,136.14B",0.68%
2019/7/22,10944.53,10910.5,10949.76,10909.15,"2,145.60B",0.66%
2019/7/23,10947.26,10963.86,10994.44,10932.53,"2,326.88B",0.02%
2019/7/24,10935.76,10969.74,10976.46,10912.92,"2,400.80B",-0.11%
2019/7/25,10941.41,10892.25,10945.92,10879.4,"2,543.66B",0.05%
2019/7/26,10891.98,10898.25,10907.44,10879.24,"2,243.43B",-0.45%
2019/7/29,10885.73,10872.63,10905.74,10863.33,"2,149.55B",-0.06%
2019/7/30,10830.9,10909.98,10927.16,10827.74,"2,415.68B",-0.50%
2019/7/31,10823.81,10824.15,10835.8,10754.07,"2,427.53B",-0.07%
2019/8/1,10731.75,10773.06,10773.25,10714.73,"2,335.39B",-0.85%
2019/8/2,10549.04,10641.28,10641.28,10524.68,"2,828.89B",-1.70%
2019/8/5,10423.41,10528.87,10542.49,10418.25,"2,297.34B",-1.19%
2019/8/6,10394.75,10304.88,10425.6,10180.04,"2,451.79B",-0.27%
2019/8/7,10386.18,10422.89,10461.37,10366.54,"2,041.18B",-0.08%
2019/8/8,10494.49,10383.62,10500.77,10383.62,"2,086.54B",1.04%
2019/8/9,10494.49,10383.62,10500.77,10383.62,"2,086.54B",0.00%
2019/8/12,10472.36,10491.79,10514.05,10440.77,"2,361.28B",-0.21%
2019/8/13,10362.66,10436.62,10436.62,10361.89,"2,269.33B",-1.05%
2019/8/14,10427.73,10444.5,10518.02,10427.73,"2,618.38B",0.63%
2019/8/15,10327.13,10374.75,10374.75,10287.76,"2,414.02B",-0.96%
2019/8/16,10420.89,10345.42,10456.32,10318.37,"2,566.05B",0.91%
2019/8/19,10488.75,10449.39,10516.05,10449.39,"2,353.81B",0.65%
2019/8/20,10522.5,10508.42,10538.12,10497.13,"2,290.85B",0.32%
2019/8/21,10525.8,10526.87,10545.25,10504.49,"2,139.27B",0.03%
2019/8/22,10529.78,10560.01,10596.41,10515.72,"2,281.35B",0.04%
2019/8/23,10538.11,10526.15,10541.73,10503.07,"1,896.15B",0.08%
2019/8/26,10354.57,10453.4,10453.4,10340.15,"2,015.69B",-1.74%
2019/8/27,10387.23,10386.21,10431.78,10368.96,"2,298.78B",0.32%
2019/8/28,10434.29,10397.6,10456.3,10397.6,"1,678.29B",0.45%
2019/8/29,10462.43,10440.15,10466.99,10406.49,"2,062.95B",0.27%
2019/8/30,10618.05,10504.28,10618.05,10504.28,"2,823.73B",1.49%
2019/9/2,10634.85,10613.19,10634.85,10589.42,"2,078.56B",0.16%
2019/9/3,10558.21,10629.22,10650.15,10557.03,"1,996.96B",-0.72%
2019/9/4,10657.31,10566.32,10670.43,10566.32,"2,090.58B",0.94%
2019/9/5,10756.93,10718.4,10766.6,10714.27,"2,805.21B",0.93%
2019/9/6,10780.64,10783.46,10803.07,10753.45,"2,376.17B",0.22%
2019/9/9,10801.14,10808.68,10829.44,10778.15,"2,214.90B",0.19%
2019/9/10,10753.58,10791.95,10810.03,10732.78,"2,275.04B",-0.44%
2019/9/11,10790.35,10787.65,10815.59,10746.87,"2,151.83B",0.34%
2019/9/12,10827.55,10830.25,10862.68,10804.02,"2,035.88B",0.34%
2019/9/16,10898.13,10822.69,10898.13,10822.69,"2,107.24B",0.65%
2019/9/17,10874.5,10908.85,10912.23,10866.43,"2,104.94B",-0.22%
2019/9/18,10929.45,10887.42,10971.54,10878.34,"2,121.91B",0.51%
2019/9/19,10894.7,10947.62,10954.18,10874.66,"1,876.18B",-0.32%
2019/9/20,10929.69,10908.1,10931.76,10903.45,"2,822.04B",0.32%
2019/9/23,10919.02,10924.81,10948.19,10905.92,"1,996.49B",-0.10%
2019/9/24,10918.01,10917.44,10947.53,10886.62,"2,057.94B",-0.01%
2019/9/25,10873.69,10885.67,10885.67,10825.85,"1,969.23B",-0.41%
2019/9/26,10871.99,10909.57,10934.91,10856.96,"1,930.86B",-0.02%
2019/9/27,10829.68,10904,10921.17,10827.61,"2,084.92B",-0.39%
2019/9/30,10829.68,10904,10921.17,10827.61,"2,084.92B",0.00%
2019/10/1,10967.65,10855.6,10967.65,10855.6,"2,028.81B",1.27%
2019/10/2,10947.88,10945.92,10965.2,10927.39,"1,628.03B",-0.18%
2019/10/3,10875.91,10866.5,10888.4,10809.28,"1,753.55B",-0.66%
2019/10/4,10894.48,10907.69,10941.49,10854.12,"1,759.18B",0.17%
2019/10/7,10935.06,10932.24,10954.45,10919.43,"1,617.65B",0.37%
2019/10/8,11017.31,10986.01,11020.51,10986.01,"1,872.42B",0.75%
2019/10/9,10889.96,10976.93,10989.39,10889.96,"1,941.59B",-1.16%
2019/10/14,11066.95,11004.74,11085.49,11004.74,"2,395.54B",1.63%
2019/10/15,11111.8,11103.5,11126.45,11091.29,"2,031.76B",0.41%
2019/10/16,11162.83,11166.17,11180.11,11113.18,"2,346.48B",0.46%
2019/10/17,11186.88,11156.14,11186.88,11131.45,"2,151.30B",0.22%
2019/10/18,11180.22,11190.21,11237.38,11154.86,"2,561.69B",-0.06%
2019/10/21,11184.15,11166.24,11188.13,11147.86,"1,759.99B",0.04%
2019/10/22,11271.25,11221.19,11271.25,11218.25,"2,112.76B",0.78%
2019/10/23,11239.67,11266.18,11281.12,11209.1,"2,304.73B",-0.28%
2019/10/24,11320.14,11266.84,11320.14,11254.59,"2,106.81B",0.72%
2019/10/25,11296.12,11336.64,11347.18,11281.37,"1,966.18B",-0.21%
2019/10/28,11315.02,11321.99,11341.03,11295.44,"1,737.75B",0.17%
2019/10/29,11333.87,11347.39,11373.95,11292.83,"2,227.97B",0.17%
2019/10/30,11380.28,11336.97,11380.28,11306.95,"1,993.07B",0.41%
2019/10/31,11358.71,11393.68,11428.42,11358.71,"2,507.45B",-0.19%
2019/11/1,11399.53,11373.7,11399.53,11335.51,"1,920.46B",0.36%
2019/11/4,11556.85,11451.72,11559.07,11451.72,"2,378.89B",1.38%
2019/11/5,11644.03,11576.18,11644.03,11576.18,"2,333.10B",0.75%
2019/11/6,11653.07,11645.08,11668.2,11601.7,"2,666.58B",0.08%
2019/11/7,11606.56,11642.91,11647.47,11552.08,"2,358.55B",-0.40%
2019/11/8,11579.54,11620.89,11642.41,11561.31,"2,109.53B",-0.23%
2019/11/11,11427.28,11570.33,11570.33,11409.83,"2,387.16B",-1.31%
2019/11/12,11520.37,11463.33,11520.37,11459.68,"2,003.12B",0.81%
2019/11/13,11467.83,11483.24,11509.37,11439.09,"1,956.99B",-0.46%
2019/11/14,11450.42,11488.74,11498.25,11424.77,"2,312.00B",-0.15%
2019/11/15,11525.6,11485.46,11552.25,11485.46,"2,446.28B",0.66%
2019/11/18,11599.78,11543.8,11599.78,11532.97,"1,943.79B",0.64%
2019/11/19,11656.4,11608.48,11656.4,11576.79,"1,908.83B",0.49%
2019/11/20,11631.2,11645.73,11649.07,11591.73,"1,896.81B",-0.22%
2019/11/21,11558.27,11573.84,11573.84,11478.43,"1,861.16B",-0.63%
2019/11/22,11566.8,11556.75,11577.02,11534.15,"1,840.63B",0.07%
2019/11/25,11561.58,11590.81,11604.75,11559.33,"2,150.45B",-0.05%
2019/11/26,11576.82,11608.37,11642.96,11576.82,"3,254.38B",0.13%
2019/11/27,11647.46,11590.81,11651.73,11590.81,"2,166.75B",0.61%
2019/11/28,11617.08,11641.7,11654.06,11604.68,"1,976.95B",-0.26%
2019/11/29,11489.57,11616.88,11623.59,11485.16,"2,296.92B",-1.10%
2019/12/2,11502.83,11509.94,11524.85,11454.38,"2,131.34B",0.12%
2019/12/3,11531.58,11473.32,11531.58,11460.06,"1,884.04B",0.25%
2019/12/4,11510.47,11511.82,11513.83,11457.43,"1,931.86B",-0.18%
2019/12/5,11594.65,11546.75,11604.39,11546.75,"2,128.29B",0.73%
2019/12/6,11609.64,11639.8,11657.65,11577.83,"1,975.92B",0.13%
2019/12/9,11660.77,11635.47,11678.36,11631.03,2.33B,0.44%
2019/12/10,11627.84,11647.78,11649.73,11607.26,2.27B,-0.28%
2019/12/11,11700.77,11635.07,11700.77,11622.58,2.26B,0.63%
2019/12/12,11836.42,11766.98,11875.98,11766.98,2.49B,1.16%
2019/12/13,11927.73,11937.9,11990.78,11913.02,2.97B,0.77%
2019/12/16,11939.77,11915.61,11975.73,11915.61,2.64B,0.10%
2019/12/17,12097.01,11939.62,12097.01,11939.62,2.50B,1.32%
2019/12/18,12122.45,12061.1,12125.9,12059.92,2.57B,0.21%
2019/12/19,12018.9,12082.98,12111.77,12008.16,2.24B,-0.85%
2019/12/20,11959.08,12001.56,12028.22,11937.45,2.65B,-0.50%
2019/12/23,12022.23,11969.14,12022.23,11960.21,1.91B,0.53%
2019/12/24,11976.38,12023.79,12027.6,11976.38,1.72B,-0.38%
2019/12/25,12008.13,11978.94,12032.37,11973.95,1.52B,0.27%
2019/12/26,12001.01,12018.38,12030.66,11982.64,1.62B,-0.06%
2019/12/27,12091.59,12032.72,12093.02,12032.72,1.87B,0.75%
2019/12/30,12053.37,12094.81,12114.89,12046.22,1.89B,-0.32%
2019/12/31,11997.14,12019.19,12047.75,11997.14,1.74B,-0.47%
